order_id,order_date,customer_id,region,category,product,quantity,unit_price,sales,cost,discount
1756,2024-01-17,CUST-029,North,Furniture,Table,1,586.52,586.52,524.37,0.1
3630,2024-01-18,CUST-001,North,Technology,Phone,3,627.79,1883.37,1420.47,0.2
2755,2024-01-18,CUST-018,South,Furniture,Bookcase,15,568.25,8523.75,6199.35,0.05
2596,2024-01-18,CUST-038,North,Technology,Router,14,213.06,2982.84,1754.76,0.2
1428,2024-01-18,CUST-027,South,Furniture,Desk,13,387.39,5036.07,4510.22,0.0
2470,2024-01-18,CUST-052,East,Office,Binders,12,88.06,1056.72,714.96,0.0
2130,2024-01-19,CUST-032,North,Technology,Router,8,256.85,2054.8,1280.72,0.0
3352,2024-01-19,CUST-051,West,Technology,Phone,3,322.55,967.65,596.31,0.0
3945,2024-01-19,CUST-032,North,Furniture,Desk,1,392.19,392.19,215.78,0.0
2564,2024-01-19,CUST-029,North,Technology,Phone,10,318.63,3186.3,2395.3,0.0
3162,2024-01-20,CUST-056,East,Technology,Phone,6,322.27,1933.62,1492.8,0.05
3141,2024-01-20,CUST-038,North,Office,Binders,14,659.33,9230.62,6655.32,0.05
1186,2024-01-20,CUST-036,North,Office,Pens,2,329.72,659.44,533.96,0.05
2173,2024-01-20,CUST-040,North,Office,Paper,10,426.97,4269.7,3470.0,0.1
3657,2024-01-21,CUST-004,South,Furniture,Table,11,384.54,4229.94,3679.5,0.0
1523,2024-01-21,CUST-055,South,Technology,Monitor,11,181.25,1993.75,1551.22,0.1
3396,2024-01-21,CUST-037,West,Office,Binders,11,407.69,4484.59,3295.82,0.0
2049,2024-01-21,CUST-043,South,Office,Binders,11,684.97,7534.67,6685.69,0.05
3419,2024-01-21,CUST-018,South,Furniture,Bookcase,10,187.03,1870.3,1508.8,0.2
2743,2024-01-21,CUST-014,South,Office,Paper,10,496.39,4963.9,2954.6,0.1
1551,2024-01-21,CUST-017,West,Office,Paper,10,795.85,7958.5,6221.1,0.15
2294,2024-01-22,CUST-025,East,Office,Binders,9,478.23,4304.07,3856.14,0.0
2661,2024-01-22,CUST-033,East,Technology,Phone,7,392.52,2747.64,2262.82,0.0
2600,2024-01-22,CUST-046,South,Furniture,Table,2,230.55,461.1,337.42,0.15
3261,2024-01-22,CUST-014,South,Office,Stapler,7,635.88,4451.16,3264.38,0.0
2232,2024-01-23,CUST-015,North,Furniture,Desk,6,681.08,4086.48,2599.38,0.0
1960,2024-01-23,CUST-023,West,Furniture,Table,12,522.85,6274.2,4090.92,0.0
3671,2024-01-23,CUST-016,South,Furniture,Table,15,134.35,2015.25,1187.4,0.05
3265,2024-01-23,CUST-002,North,Office,Binders,11,564.11,6205.21,4395.05,0.2
1478,2024-01-23,CUST-022,South,Office,Binders,15,645.89,9688.35,8272.65,0.0
3304,2024-01-23,CUST-054,East,Office,Pens,13,483.2,6281.6,5426.07,0.0
1721,2024-01-23,CUST-018,South,Office,Stapler,4,270.1,1080.4,651.76,0.1
3452,2024-01-24,CUST-047,East,Office,Pens,6,443.91,2663.46,1639.2,0.0
2548,2024-01-24,CUST-034,East,Office,Pens,15,114.84,1722.6,1312.8,0.1
2367,2024-01-24,CUST-008,North,Technology,Laptop,8,520.3,4162.4,3612.8,0.0
1264,2024-01-24,CUST-049,South,Technology,Router,9,384.12,3457.08,2965.05,0.05
1841,2024-01-24,CUST-022,South,Furniture,Chair,2,426.05,852.1,665.18,0.0
2868,2024-01-24,CUST-040,North,Technology,Monitor,10,507.89,5078.9,4009.9,0.0
2858,2024-01-24,CUST-002,North,Technology,Monitor,10,294.27,2942.7,2062.9,0.2
3776,2024-01-24,CUST-028,East,Technology,Phone,8,678.24,5425.92,4065.52,0.05
1824,2024-01-25,CUST-032,North,Technology,Monitor,12,246.58,2958.96,1827.84,0.0
2839,2024-01-25,CUST-004,South,Office,Pens,5,352.05,1760.25,1384.0,0.2
2695,2024-01-26,CUST-024,East,Office,Stapler,2,520.67,1041.34,891.96,0.0
3913,2024-01-26,CUST-002,North,Furniture,Bookcase,11,424.93,4674.23,4180.77,0.0
1059,2024-01-26,CUST-022,South,Technology,Monitor,11,262.13,2883.43,2399.87,0.0
1792,2024-01-27,CUST-020,East,Furniture,Bookcase,3,627.7,1883.1,1106.07,0.0
3431,2024-01-27,CUST-029,North,Office,Pens,1,634.22,634.22,514.96,0.1
3507,2024-01-27,CUST-013,South,Technology,Laptop,11,170.8,1878.8,1435.72,0.2
2093,2024-01-27,CUST-012,North,Furniture,Chair,4,619.24,2476.96,1949.16,0.0
3428,2024-01-28,CUST-030,North,Technology,Phone,14,283.39,3967.46,2228.1,0.0
1216,2024-01-28,CUST-010,North,Furniture,Chair,15,193.19,2897.85,2051.4,0.0
3915,2024-01-28,CUST-012,North,Furniture,Table,11,680.41,7484.51,4626.93,0.05
3632,2024-01-28,CUST-036,North,Furniture,Bookcase,7,259.42,1815.94,1586.06,0.0
3477,2024-01-28,CUST-013,South,Technology,Monitor,6,324.66,1947.96,1674.42,0.0
3470,2024-01-28,CUST-019,West,Technology,Phone,4,200.45,801.8,589.68,0.0
3669,2024-01-29,CUST-007,North,Technology,Router,1,676.0,676.0,528.13,0.15
3022,2024-01-29,CUST-010,North,Technology,Phone,2,764.69,1529.38,988.94,0.0
1474,2024-01-29,CUST-016,South,Office,Pens,13,595.72,7744.36,5231.85,0.1
2315,2024-01-29,CUST-016,South,Furniture,Chair,15,654.24,9813.6,7564.65,0.15
3980,2024-01-29,CUST-025,East,Technology,Monitor,12,496.53,5958.36,4458.6,0.2
1176,2024-01-30,CUST-015,North,Furniture,Chair,10,744.69,7446.9,6257.7,0.0
2003,2024-01-30,CUST-059,East,Office,Binders,10,722.92,7229.2,4443.6,0.0
1517,2024-01-30,CUST-046,South,Office,Stapler,3,628.8,1886.4,1383.66,0.1
2817,2024-01-30,CUST-007,North,Furniture,Table,13,230.1,2991.3,2249.78,0.1
1566,2024-01-30,CUST-052,East,Office,Stapler,3,496.83,1490.49,1226.25,0.1
3903,2024-01-31,CUST-015,North,Office,Stapler,4,101.31,405.24,351.6,0.0
2951,2024-01-31,CUST-048,North,Office,Binders,6,705.68,4234.08,2490.84,0.0
2549,2024-01-31,CUST-034,East,Office,Binders,4,696.16,2784.64,1643.44,0.0
1852,2024-01-31,CUST-012,North,Office,Pens,13,691.42,8988.46,5965.31,0.05
3464,2024-01-31,CUST-033,East,Furniture,Chair,1,730.98,730.98,455.43,0.0
3651,2024-01-31,CUST-044,North,Furniture,Table,7,568.66,3980.62,3019.94,0.05
3179,2024-02-01,CUST-017,West,Furniture,Desk,2,737.14,1474.28,1194.9,0.15
2131,2024-02-02,CUST-023,West,Furniture,Bookcase,11,143.71,1580.81,1327.59,0.1
2546,2024-02-02,CUST-012,North,Furniture,Chair,15,159.37,2390.55,1789.5,0.1
1396,2024-02-03,CUST-032,North,Technology,Laptop,10,44.07,440.7,359.8,0.0
3326,2024-02-04,CUST-060,North,Office,Pens,15,573.11,8596.65,7422.9,0.15
3540,2024-02-04,CUST-056,East,Technology,Monitor,3,715.9,2147.7,1209.63,0.0
2212,2024-02-04,CUST-040,North,Furniture,Chair,11,368.24,4050.64,2404.82,0.0
1503,2024-02-05,CUST-056,East,Furniture,Desk,8,253.1,2024.8,1393.44,0.2
3154,2024-02-05,CUST-002,North,Office,Stapler,11,272.63,2998.93,1836.23,0.1
3888,2024-02-05,CUST-004,South,Furniture,Desk,4,211.51,846.04,746.4,0.2
3208,2024-02-05,CUST-060,North,Technology,Router,7,604.26,4229.82,2683.73,0.05
2373,2024-02-05,CUST-009,West,Office,Binders,11,145.74,1603.14,1197.35,0.2
2674,2024-02-06,CUST-048,North,Office,Binders,2,310.46,620.92,518.92,0.0
2088,2024-02-06,CUST-036,North,Office,Stapler,1,167.36,167.36,95.24,0.0
2565,2024-02-07,CUST-042,East,Office,Paper,15,380.18,5702.7,3398.1,0.05
3623,2024-02-07,CUST-049,South,Furniture,Desk,4,741.88,2967.52,2407.76,0.0
2377,2024-02-07,CUST-035,East,Office,Binders,12,97.23,1166.76,976.44,0.0
1874,2024-02-08,CUST-046,South,Office,Pens,7,742.72,5199.04,3908.24,0.0
1543,2024-02-08,CUST-028,East,Office,Stapler,7,354.64,2482.48,1780.17,0.0
1292,2024-02-08,CUST-042,East,Technology,Laptop,11,467.82,5146.02,3794.23,0.15
1836,2024-02-08,CUST-029,North,Furniture,Desk,9,255.81,2302.29,1356.66,0.2
2491,2024-02-08,CUST-052,East,Technology,Laptop,10,640.93,6409.3,4595.0,0.2
1294,2024-02-08,CUST-051,West,Furniture,Desk,15,604.22,9063.3,7751.85,0.0
1196,2024-02-08,CUST-051,West,Furniture,Chair,6,415.72,2494.32,1642.86,0.05
2733,2024-02-09,CUST-001,North,Furniture,Chair,8,455.03,3640.24,2267.84,0.0
2765,2024-02-09,CUST-034,East,Office,Paper,3,173.95,521.85,445.89,0.0
1046,2024-02-09,CUST-056,East,Office,Binders,5,144.17,720.85,573.4,0.05
3643,2024-02-09,CUST-003,East,Office,Paper,13,112.44,1461.72,1204.84,0.0
3461,2024-02-10,CUST-044,North,Technology,Router,4,125.07,500.28,387.92,0.0
3212,2024-02-10,CUST-038,North,Technology,Router,3,723.76,2171.28,1417.17,0.0
3579,2024-02-10,CUST-006,South,Office,Stapler,6,39.81,238.86,209.34,0.0
2372,2024-02-10,CUST-056,East,Office,Binders,1,452.68,452.68,375.81,0.0
1042,2024-02-10,CUST-028,East,Technology,Laptop,5,304.43,1522.15,1334.3,0.2
1736,2024-02-10,CUST-047,East,Technology,Laptop,12,314.66,3775.92,3034.08,0.0
1328,2024-02-10,CUST-006,South,Office,Binders,1,229.4,229.4,180.26,0.1
1921,2024-02-11,CUST-011,North,Office,Pens,9,148.7,1338.3,850.23,0.1
3612,2024-02-11,CUST-057,East,Furniture,Bookcase,3,204.7,614.1,452.73,0.0
3876,2024-02-11,CUST-036,North,Furniture,Table,14,776.38,10869.32,7474.18,0.2
1076,2024-02-11,CUST-031,West,Technology,Laptop,6,194.89,1169.34,671.22,0.15
2089,2024-02-11,CUST-031,West,Furniture,Desk,12,384.36,4612.32,2724.12,0.05
3064,2024-02-12,CUST-016,South,Furniture,Bookcase,8,595.91,4767.28,3359.52,0.2
3057,2024-02-12,CUST-018,South,Technology,Router,5,488.1,2440.5,1877.45,0.05
1198,2024-02-12,CUST-039,West,Office,Stapler,8,472.66,3781.28,3342.56,0.15
3621,2024-02-12,CUST-006,South,Technology,Laptop,7,334.1,2338.7,1392.3,0.0
3700,2024-02-12,CUST-009,West,Office,Pens,10,439.83,4398.3,3578.2,0.15
1622,2024-02-12,CUST-020,East,Office,Pens,1,451.75,451.75,336.23,0.0
1798,2024-02-12,CUST-032,North,Office,Pens,14,376.89,5276.46,3357.76,0.05
3476,2024-02-13,CUST-045,North,Technology,Laptop,12,120.45,1445.4,1189.68,0.0
2000,2024-02-13,CUST-028,East,Office,Paper,2,34.67,69.34,49.88,0.05
2634,2024-02-13,CUST-038,North,Furniture,Chair,11,527.33,5800.63,4524.63,0.05
2502,2024-02-13,CUST-006,South,Office,Stapler,9,371.07,3339.63,2862.36,0.15
1463,2024-02-13,CUST-052,East,Technology,Laptop,15,680.87,10213.05,8508.6,0.0
3976,2024-02-14,CUST-029,North,Technology,Laptop,12,155.2,1862.4,1585.2,0.2
3694,2024-02-14,CUST-014,South,Furniture,Table,15,20.33,304.95,187.65,0.0
2677,2024-02-15,CUST-018,South,Office,Stapler,8,34.7,277.6,189.84,0.05
3185,2024-02-15,CUST-018,South,Technology,Monitor,12,369.43,4433.16,2441.28,0.15
2166,2024-02-15,CUST-014,South,Technology,Router,1,115.42,115.42,77.57,0.2
1546,2024-02-16,CUST-009,West,Technology,Router,9,479.16,4312.44,2623.95,0.2
1270,2024-02-16,CUST-036,North,Furniture,Desk,4,489.92,1959.68,1353.12,0.0
1133,2024-02-17,CUST-028,East,Technology,Laptop,8,149.76,1198.08,784.48,0.0
3048,2024-02-18,CUST-058,South,Office,Binders,11,264.65,2911.15,1650.0,0.0
1221,2024-02-18,CUST-036,North,Office,Stapler,2,625.41,1250.82,791.98,0.0
3522,2024-02-18,CUST-017,West,Office,Paper,12,769.77,9237.24,7875.6,0.0
3485,2024-02-18,CUST-004,South,Technology,Phone,8,559.06,4472.48,2488.16,0.2
3186,2024-02-18,CUST-056,East,Office,Stapler,9,762.67,6864.03,4948.83,0.0
1963,2024-02-18,CUST-011,North,Furniture,Desk,8,310.08,2480.64,1614.56,0.2
3514,2024-02-18,CUST-052,East,Technology,Router,12,507.8,6093.6,4362.72,0.05
2283,2024-02-19,CUST-058,South,Technology,Router,12,260.49,3125.88,1776.6,0.0
2717,2024-02-19,CUST-033,East,Office,Pens,13,95.58,1242.54,812.76,0.0
3618,2024-02-19,CUST-014,South,Office,Stapler,2,494.78,989.56,584.14,0.05
2072,2024-02-20,CUST-041,East,Technology,Laptop,8,174.65,1397.2,1111.36,0.0
3367,2024-02-20,CUST-021,North,Technology,Monitor,10,185.6,1856.0,1540.7,0.0
1180,2024-02-20,CUST-047,East,Furniture,Chair,15,61.03,915.45,553.95,0.1
3964,2024-02-20,CUST-042,East,Furniture,Desk,10,562.84,5628.4,3534.4,0.0
3788,2024-02-20,CUST-010,North,Technology,Phone,8,667.79,5342.32,4266.4,0.0
1767,2024-02-20,CUST-019,West,Furniture,Desk,3,282.21,846.63,606.66,0.15
1559,2024-02-21,CUST-058,South,Furniture,Desk,8,791.16,6329.28,4136.88,0.05
3957,2024-02-21,CUST-037,West,Office,Stapler,13,738.9,9605.7,6896.63,0.15
3820,2024-02-21,CUST-023,West,Technology,Laptop,3,690.75,2072.25,1690.62,0.15
3991,2024-02-21,CUST-046,South,Office,Binders,10,691.08,6910.8,4723.5,0.1
3423,2024-02-21,CUST-004,South,Office,Binders,9,703.12,6328.08,5249.97,0.0
2440,2024-02-22,CUST-019,West,Technology,Monitor,15,236.65,3549.75,2117.55,0.2
1880,2024-02-22,CUST-047,East,Office,Pens,1,510.85,510.85,384.34,0.1
2120,2024-02-22,CUST-002,North,Furniture,Desk,4,249.97,999.88,840.2,0.05
2400,2024-02-22,CUST-058,South,Technology,Monitor,2,306.3,612.6,365.52,0.0
2701,2024-02-22,CUST-037,West,Office,Stapler,9,591.78,5326.02,4509.36,0.1
1038,2024-02-22,CUST-044,North,Office,Pens,9,401.05,3609.45,3128.94,0.2
2571,2024-02-23,CUST-013,South,Office,Pens,14,724.25,10139.5,9088.52,0.15
1729,2024-02-23,CUST-047,East,Technology,Laptop,5,395.36,1976.8,1294.0,0.0
3160,2024-02-23,CUST-008,North,Furniture,Desk,4,64.08,256.32,202.28,0.0
3797,2024-02-24,CUST-048,North,Technology,Phone,4,758.66,3034.64,2584.8,0.05
3088,2024-02-24,CUST-057,East,Technology,Laptop,13,70.98,922.74,514.41,0.2
2620,2024-02-24,CUST-038,North,Office,Pens,3,504.29,1512.87,1308.6,0.0
2358,2024-02-25,CUST-045,North,Office,Stapler,2,122.1,244.2,198.6,0.1
2223,2024-02-25,CUST-044,North,Technology,Laptop,4,415.54,1662.16,1400.04,0.2
3860,2024-02-25,CUST-007,North,Office,Binders,3,583.46,1750.38,1254.81,0.0
1571,2024-02-25,CUST-042,East,Furniture,Desk,14,664.62,9304.68,8022.7,0.1
2213,2024-02-26,CUST-025,East,Furniture,Chair,13,119.48,1553.24,1353.95,0.05
1251,2024-02-26,CUST-041,East,Office,Binders,13,773.69,10057.97,7054.84,0.2
1949,2024-02-26,CUST-028,East,Furniture,Desk,13,554.04,7202.52,5525.52,0.0
1975,2024-02-27,CUST-006,South,Office,Stapler,4,402.56,1610.24,1225.56,0.1
1724,2024-02-27,CUST-024,East,Furniture,Chair,6,82.57,495.42,402.6,0.0
1762,2024-02-27,CUST-053,West,Technology,Phone,1,590.02,590.02,443.52,0.0
3155,2024-02-27,CUST-042,East,Furniture,Bookcase,10,610.06,6100.6,3439.4,0.1
1346,2024-02-27,CUST-042,East,Office,Paper,2,336.12,672.24,458.48,0.05
3066,2024-02-27,CUST-010,North,Furniture,Bookcase,15,156.91,2353.65,1675.05,0.15
1472,2024-02-27,CUST-016,South,Office,Binders,5,436.28,2181.4,1803.85,0.15
3071,2024-02-29,CUST-003,East,Technology,Laptop,11,202.26,2224.86,1520.53,0.1
3468,2024-02-29,CUST-059,East,Technology,Monitor,7,306.97,2148.79,1777.51,0.0
1338,2024-03-01,CUST-047,East,Office,Stapler,3,735.18,2205.54,1631.55,0.15
2657,2024-03-01,CUST-002,North,Technology,Phone,7,223.49,1564.43,1043.63,0.2
2979,2024-03-01,CUST-036,North,Office,Pens,4,739.98,2959.92,2263.12,0.0
2676,2024-03-02,CUST-054,East,Technology,Phone,5,478.83,2394.15,1568.5,0.0
3387,2024-03-03,CUST-032,North,Furniture,Table,1,216.65,216.65,152.01,0.0
2143,2024-03-03,CUST-005,South,Technology,Phone,6,333.29,1999.74,1640.46,0.05
3116,2024-03-03,CUST-046,South,Technology,Router,5,590.62,2953.1,2235.9,0.2
3032,2024-03-03,CUST-006,South,Furniture,Table,13,93.34,1213.42,776.88,0.1
1784,2024-03-04,CUST-023,West,Office,Pens,4,796.88,3187.52,2844.88,0.0
1500,2024-03-04,CUST-003,East,Furniture,Table,8,225.45,1803.6,1520.4,0.1
2636,2024-03-05,CUST-023,West,Office,Binders,6,723.99,4343.94,3187.44,0.1
3912,2024-03-05,CUST-053,West,Technology,Phone,14,138.95,1945.3,1369.06,0.1
1639,2024-03-05,CUST-056,East,Technology,Router,6,51.53,309.18,252.48,0.0
3337,2024-03-05,CUST-049,South,Furniture,Chair,5,279.43,1397.15,967.6,0.15
2285,2024-03-05,CUST-002,North,Furniture,Chair,1,282.95,282.95,174.65,0.15
1228,2024-03-05,CUST-012,North,Office,Stapler,12,393.25,4719.0,2896.56,0.0
3992,2024-03-06,CUST-010,North,Office,Paper,11,536.88,5905.68,4255.35,0.0
2555,2024-03-06,CUST-039,West,Furniture,Table,4,462.37,1849.48,1259.28,0.15
3546,2024-03-06,CUST-012,North,Technology,Router,5,316.75,1583.75,914.3,0.1
3445,2024-03-06,CUST-057,East,Technology,Monitor,7,580.18,4061.26,2500.47,0.15
2485,2024-03-07,CUST-024,East,Office,Pens,1,206.83,206.83,125.54,0.0
1098,2024-03-07,CUST-029,North,Furniture,Desk,1,216.93,216.93,184.74,0.0
2945,2024-03-07,CUST-052,East,Furniture,Table,14,98.05,1372.7,928.2,0.0
3020,2024-03-07,CUST-030,North,Furniture,Chair,8,502.67,4021.36,2911.44,0.05
3640,2024-03-07,CUST-059,East,Office,Stapler,6,350.09,2100.54,1733.76,0.1
3686,2024-03-07,CUST-060,North,Office,Stapler,1,227.2,227.2,165.65,0.0
1980,2024-03-08,CUST-006,South,Technology,Monitor,5,390.2,1951.0,1665.45,0.0
3040,2024-03-08,CUST-030,North,Office,Stapler,13,369.39,4802.07,2836.73,0.1
3659,2024-03-08,CUST-053,West,Office,Pens,10,22.36,223.6,142.5,0.15
3233,2024-03-08,CUST-034,East,Furniture,Table,13,78.54,1021.02,775.97,0.05
3863,2024-03-08,CUST-042,East,Technology,Monitor,15,604.46,9066.9,6652.5,0.0
2771,2024-03-09,CUST-011,North,Office,Stapler,1,267.8,267.8,164.09,0.05
1506,2024-03-09,CUST-053,West,Office,Binders,14,484.14,6777.96,4486.44,0.15
1743,2024-03-09,CUST-019,West,Furniture,Table,11,271.18,2982.98,1741.08,0.15
3063,2024-03-10,CUST-008,North,Technology,Laptop,14,322.69,4517.66,2616.88,0.15
3163,2024-03-10,CUST-033,East,Furniture,Table,1,542.32,542.32,430.6,0.1
1224,2024-03-10,CUST-016,South,Office,Stapler,3,538.21,1614.63,936.42,0.0
1487,2024-03-10,CUST-041,East,Office,Pens,8,28.89,231.12,144.08,0.15
1893,2024-03-10,CUST-044,North,Office,Binders,6,447.14,2682.84,2107.32,0.2
3658,2024-03-10,CUST-048,North,Office,Pens,10,204.04,2040.4,1670.9,0.1
3370,2024-03-11,CUST-059,East,Furniture,Chair,11,279.95,3079.45,2492.49,0.0
3348,2024-03-11,CUST-024,East,Technology,Phone,5,798.35,3991.75,3161.65,0.15
1029,2024-03-11,CUST-059,East,Office,Binders,1,769.41,769.41,444.75,0.0
1311,2024-03-11,CUST-038,North,Technology,Laptop,7,288.73,2021.11,1156.68,0.0
1900,2024-03-12,CUST-025,East,Furniture,Chair,5,765.37,3826.85,2459.25,0.05
1122,2024-03-12,CUST-036,North,Technology,Router,4,739.06,2956.24,2151.8,0.0
3840,2024-03-12,CUST-045,North,Technology,Monitor,13,192.63,2504.19,1667.38,0.0
1905,2024-03-12,CUST-037,West,Technology,Router,8,360.12,2880.96,2435.6,0.2
2262,2024-03-12,CUST-013,South,Technology,Router,5,180.6,903.0,588.65,0.1
2873,2024-03-12,CUST-008,North,Office,Pens,14,737.72,10328.08,6256.18,0.05
3227,2024-03-13,CUST-014,South,Technology,Monitor,7,451.37,3159.59,2431.17,0.2
3672,2024-03-13,CUST-047,East,Office,Pens,15,535.96,8039.4,4507.65,0.2
2651,2024-03-13,CUST-023,West,Office,Binders,13,72.38,940.94,658.32,0.05
1748,2024-03-13,CUST-053,West,Furniture,Chair,14,501.21,7016.94,5158.58,0.15
2981,2024-03-13,CUST-026,South,Technology,Router,7,481.3,3369.1,2146.13,0.0
3026,2024-03-13,CUST-056,East,Technology,Laptop,12,608.48,7301.76,5517.24,0.2
3381,2024-03-14,CUST-009,West,Office,Paper,4,798.55,3194.2,2589.56,0.15
3942,2024-03-14,CUST-060,North,Office,Paper,6,87.45,524.7,468.06,0.0
1703,2024-03-14,CUST-010,North,Technology,Phone,7,512.39,3586.73,2690.31,0.2
2248,2024-03-14,CUST-033,East,Office,Paper,13,235.61,3062.93,1928.81,0.0
3837,2024-03-15,CUST-022,South,Furniture,Chair,4,145.33,581.32,390.52,0.0
3580,2024-03-15,CUST-003,East,Technology,Phone,6,518.55,3111.3,2349.72,0.0
2930,2024-03-15,CUST-011,North,Office,Paper,10,739.55,7395.5,5646.5,0.0
1479,2024-03-15,CUST-010,North,Office,Binders,13,106.52,1384.76,1016.73,0.0
1676,2024-03-15,CUST-030,North,Furniture,Chair,5,156.53,782.65,569.15,0.1
1618,2024-03-15,CUST-001,North,Office,Paper,13,601.84,7823.92,4427.8,0.2
